"Emmaus Bible College","2570 Asbury Rd Dubuque Iowa 52001-3096","52001","@emmaus.edu",42.5078,-90.7063
"Emory and Henry College,"12294 Aspen St Emory VA","24361","@ehc.edu",36.7728,-81.836403
"Emory University," Atlanta GA","30303","@emory.edu",33.748901,-84.3881
"Emporia State University","1200 Commercial Emporia Kansas 66801-5087","66801","@emporia.edu",38.4123,-96.1799
"Endicott College","376 Hale St Beverly Massachusetts 01915","01915","@endicott.edu",42.5621,-70.8737
"Episcopal Divinity School","99 Brattle St Cambridge Massachusetts 02138-3494","02138","@eds.edu",42.3763,-71.1254
"Episcopal Theological Seminary of the Southwest","501 E. 32nd St. Austin Texas 78705","78705","@etss.edu",30.2934,-97.7392
"Erie Community College,"57 Niagara Sq Buffalo NY","14202","@ecc.edu",42.886398,-78.878601
"Erikson Institute","451 N. LaSalle Street Chicago Illinois 60654-4510","60654","@erikson.edu",41.8905,-87.6323
"Erskine College and Seminary","2 Washington St Due West South Carolina 29639","29639","@erskine.edu",34.3278,-82.4095
"Estrella Mountain Community College,"72 E Western Ave Avondale AZ","85323","@estrellamountain.edu",33.4356,-112.3489
"Eureka College","300 E. College Ave. Eureka Illinois 61530","61530","@eureka.edu",40.7153,-89.2698
"Evangel University,"679 W Chestnut St Springfield MO","65806","@evangel.edu",37.215302,-93.298103
"Evangelical Theological Seminary,"1 E Carpenter Ave Myerstown PA","17067","@evangelicaltheologicalseminary.edu",40.374401,-76.303101
"Everett Community College,"15519 Us Highway 97 Everett WA","98926","@everettcc.edu",47.124409,-120.676003
*"Everglades University,"667 NE 2nd Ave Boca Raton FL","33432",@fiu.edu @etsu.edu ,26.358299,-80.083298
"Evergreen Valley College,"50 Devine St San Jose CA","95110","@evc.edu",37.339401,-121.893898
"Excelsior College","7 Columbia Cir Albany New York 12203-5159","12203","@excelsior.edu",42.7051,-73.8639
"Fairfield University,"1853 Post Rd Fairfield CT","06824","@fairfield.edu",41.141102,-73.264198
"Fairleigh Dickinson University-College at Florham","285 Madison Ave Madison New Jersey 07940","07940","@fdu.edu",40.7592,-74.4172
"Fairleigh Dickinson University-Metropolitan Campus","1000 River Rd Teaneck New Jersey 07666","07666","@fdu.edu",40.8909,-74.0105
"Fairmont State University","1201 Locust Ave Fairmont West Virginia 26554-2470","26554","@fairmontstate.edu",39.482,-80.1588
"Faith Evangelical Seminary,"990 S Fawcett Ave Tacoma WA","98402","@faithseminary.edu",47.253101,-122.4431
"Farmingdale State College","2350 Broadhollow Road Farmingdale New York 11735-1021","11735","@farmingdale.edu",40.7546,-73.4224
"Faulkner University","5345 Atlanta Hwy Montgomery Alabama 36109-3378","36109","@faulkner.edu",32.384,-86.2418
*"Fayetteville State University,"81 Market Sq Fayetteville NC","28301",@broncos.uncfsu @uncfsu.edu ,35.052502,-78.878601
"Fayetteville Technical Community College,"81 Market Sq Fayetteville NC","28301","@faytechcc.edu",35.052502,-78.878601
"Felician College","262 S Main St Lodi New Jersey 07644","07644","@felician.edu",40.8784,-74.0817
"Ferris State University","1201 S State St Big Rapids Michigan 49307-2251","49307","@ferris.edu",43.6873,-85.4833
"Ferrum College","215 Ferrum Mountain Road Ferrum Virginia 24088-9000","24088","@ferrum.edu",36.9088,-80.0567
"Fielding Graduate University","2112 Santa Barbara St Santa Barbara California 93105-3538","93105","@fielding.edu",34.4341,-119.7138
"Finlandia University","601 Quincy St Hancock Michigan 49930-1832","49930","@finlandia.edu",47.1397,-88.5623
"Fisher College","118 Beacon St Boston Massachusetts 02116","02116","@fisher.edu",42.3494,-71.0739
"Fisk University","1000 17th Ave N Nashville Tennessee 37208-4501","37208","@fisk.edu",36.1758,-86.8054
"Fitchburg State College","160 Pearl St Fitchburg Massachusetts 01420-2697","01420","@fsc.edu",42.5879,-71.789
"Five Branches University","200 7th Avenue Santa Cruz California 95062","95062","@fivebranches.edu",36.9721,-121.9906
"Flagler College","74 King Street Saint Augustine Florida 32084","32084","@flagler.edu",29.9038,-81.3344
"Flagler College-Tallahassee,"Us Highway 27 Tallahassee FL","32301","@flagler.edu",30.438101,-84.2808
"Flathead Valley Community College,"52 3rd St E Kalispell MT","59901","@fvcc.edu",48.195801,-114.311897
"Florence-Darlington Technical College," Florence SC","29501","@fdtc.edu",34.030979,-80.906601
"Florida Agricultural and Mechanical University,"Us Highway 27 Tallahassee FL","32301","@famu.edu",30.438101,-84.2808
"Florida Atlantic University","777 Glades Rd Boca Raton Florida 33431-0991","33431","@fau.edu",26.3807,-80.0989
"Florida Coastal School of Law","8787 Baypine Road Jacksonville Florida 32256","32256","@fcsl.edu",30.2097,-81.5417
*"Florida College,"122 N Ridgedale Rd Temple Terrace FL","33617",@state.mn @mail.barry @MyFloridaCFO.com @sbcglobal.net @fscj.edu @bncollege.com ,28.035,-82.389397
"Florida Community College at Jacksonville","501 W State St Jacksonville Florida 32202","32202","@fccj.edu",30.3283,-81.6507
"Florida Gulf Coast University,"2017 Cleveland Ave Fort Myers FL","33901","@fgcu.edu",26.640301,-81.872498
"Florida Hospital College of Health Sciences","671 Winyah Drive Orlando Florida 32803","32803","@fhchs.edu",28.5559,-81.3526
"Florida Institute of Technology","150 West University Boulevard Melbourne Florida 32901-6975","32901","@fit.edu",28.0641,-80.6239
"Florida International University,"16006 Sam C Rd Miami FL","34613","@fiu.edu",28.55302,-82.468201
"Florida Memorial University","15800 NW 42 Ave Miami Gardens Florida 33054-6199","33054","@fmuniv.edu",25.9177,-80.2684
*"Florida National College,"219 E 38th St Hialeah FL","33013",@cmsuvmb.cmsu @mail.barry ,25.857201,-80.278297
*"Florida Southern College,"725 E Walnut St Lakeland FL","33801",@bncollege.com ,28.0392,-81.949997
"Florida State University,"Us Highway 27 Tallahassee FL","32301","@fsu.edu",30.438101,-84.2808
"Fond du Lac Tribal and Community College,"State Route 45 E Cloquet MN","55720","@fdltcc.edu",46.721699,-92.459198
"Fontbonne University","6800 Wydown Blvd Saint Louis Missouri 63105-3098","63105","@fontbonne.edu",38.6429,-90.3147
"Foothill College,"12699 Roble Veneno Ln Los Altos Hills CA","94022","@foothill.edu",37.3797,-122.136398
"Foothill-De Anza Community College District,"12699 Roble Veneno Ln Los Altos Hills CA","94022","@fhda.edu",37.3797,-122.136398
"Fordham University","441 E Fordham Rd Bronx New York 10458","10458","@fordham.edu",40.8626,-73.8881
"Forest Institute of Professional Psychology","2885 W Battlefield Rd Springfield Missouri 65807","65807","@forest.edu",37.1663,-93.3172
"Forsyth Technical Community College,"480 N Main St Winston Salem NC","27101",@forsyth.cc ,36.099701,-80.2444
"Fort Hays State University","600 Park St Hays Kansas 67601-4099","67601","@fhsu.edu",38.8722,-99.3399
"Fort Lewis College","1000 Rim Drive Durango Colorado 81301-3999","81301","@fortlewis.edu",37.2803,-107.8672
"Fort Peck Community College,"237 F St W Poplar MT","59255","@fpcc.edu",48.113098,-105.1978
"Fort Scott Community College,"69 W 2nd St Fort Scott KS","66701","@fortscott.edu",37.839699,-94.708099
"Fort Valley State University","1005 State University Dr Fort Valley Georgia 31030-4313","31030","@fvsu.edu",32.5409,-83.896
*"Fortis College,"161 St Louis St Mobile AL","36602",@rets.edu @dixie.edu ,30.694201,-88.043098
*"Fortis College,"112 E Laurel Ave Foley AL","36535",@rets.edu @dixie.edu ,30.406401,-87.683601
*"Fortis College,"1803 Monument Ave Richmond VA","23220",@rets.edu @dixie.edu ,37.5536,-77.460602
"Fountainhead College of Technology","3203 Tazewell Pke Knoxville Tennessee 37918","37918","@fountainheadcollege.edu",36.051,-83.9228
"Fox Valley Technical College,"668 W College Ave Appleton WI","54911","@fvtc.edu",44.261902,-88.415298
"Framingham State College","100 State Street Framingham Massachusetts 01701-9101","01701","@framingham.edu",42.3177,-71.4241
"Francis Marion University","4822 East Palmetto Street Florence South Carolina 29506","29506","@fmarion.edu",34.2064,-79.7081
"Franciscan School of Theology,"1956 University Ave Berkeley CA","94704","@fst.edu",37.8717,-122.271698
"Franciscan University of Steubenville","1235 University Blvd Steubenville Ohio 43952-1763","43952","@franciscan.edu",40.3747,-80.6243
"Frank Phillips College," Borger TX","79007","@fpc.cc",35.667801,-101.396896
*"Franklin and Marshall College,"21 S Franklin St Lancaster PA","17602",@yale.edu @lvc.edu @lvc.edu @lvc.edu @gettysburg.edu @howardcc.edu ,40.039335,-76.291245
"Franklin College,"16 State Route 44 Franklin IN","46131","@franklincollege.edu",39.480598,-86.055
"Franklin Pierce Law Center,"11 Centre St Concord NH","03301",@nalelaw.com @piercelaw.edu @b.com ,43.208099,-71.538101
"Franklin Pierce University,"159 Main St Rindge NH","03461","@franklinpierce.edu",42.751099,-72.0103
"Franklin University,"58 E State St Columbus OH","43215","@franklin.edu",39.961102,-82.998901
"Franklin W. Olin College of Engineering,"25 Warren St Needham MA","02492","@olin.edu",42.283298,-71.233299
"Free Will Baptist Bible College,"Eakin-Weakley Dr Nashville TN","37243","@fwbbc.edu",36.165798,-86.784401
"Freed-Hardeman University","158 E Main St Henderson Tennessee 38340-2399","38340","@fhu.edu",35.4239,-88.6638
*"Fremont College,"19023 Bloomfield Ave Cerritos CA","90703",@mlc.edu @baker.edu @terra.edu @terra.edu ,33.85833,-118.063889
"Fresno City College,"3167 E Washington Ave Fresno CA","93702","@fresnocitycollege.edu",36.747799,-119.7714
"Fresno Pacific University","1717 S Chestnut Ave Fresno California 93702-4709","93702","@fresno.edu",36.7254,-119.7362
"Frostburg State University","101 Braddock Road Frostburg Maryland 21532-1099","21532","@frostburg.edu",39.6472,-78.9331
*"Full Sail University,"257 Brewer Ave Winter Park FL","32789",,28.599701,-81.339401
"Fuller Theological Seminary in California,"Thurgood Marshall St Pasadena CA","91101","@fuller.edu",34.1478,-118.1436
"Fullerton College,"106 W Commonwealth Ave Fullerton CA","92832","@fullcoll.edu",33.8703,-117.9244
"Fulton-Montgomery Community College,"69 E Main St Johnstown NY","12095","@fmcc.suny.edu",43.006699,-74.368103
"Furman University,"105 Beattie Pl Greenville SC","29601","@furman.edu",34.852501,-82.394203
"Gadsden State Community College,"137 S 6th St Gadsden AL","35901","@gadsdenstate.edu",34.014198,-86.006699
"Gallaudet University","800 Florida Ave NE Washington District of Columbia 20002-3695","20002","@gallaudet.edu",38.9048,-76.9946
"Galveston College,"2535 Sealy St Galveston TX","77550","@gc.edu",29.299999,-94.794998
"Gannon University,"574 State St Erie PA","16501","@gannon.edu",42.1292,-80.085297
"Garden City Community College,"118 E Walnut St Garden City KS","67846","@gcccks.edu",37.971699,-100.8722
"Garrett College,"Deep Creek Dr McHenry MD","21541","@garrettcollege.edu",39.5583,-79.353104
"Garrett-Evangelical Theological Seminary","2121 Sheridan Road Evanston Illinois 60201-3298","60201","@Garrett.edu",42.0432,-87.6727
"Gaston College,"141 W Trade St Dallas NC","28034","@gaston.edu",35.316399,-81.176399
"Gateway Community College,"286 College St New Haven CT","06510","@gatewaycc.edu",41.308102,-72.928596
"GateWay Community College,"40 E Washington St Phoenix AZ","85004","@gatewaycc.edu",33.448299,-112.073303
"Gateway Technical College,"812 56th St Kenosha WI","53140","@gtc.edu",42.584702,-87.821098
"Gavilan College,"98 Hornlein Ct Gilroy CA","95020","@gavilan.edu",37.005798,-121.5672
"Gemological Institute of America","5345 Armada Dr Carlsbad California 92008","92008","@gia.edu",33.153399,-117.3261
"Genesee Community College,"State Route 33 Batavia NY","14020","@genesee.edu",42.9981,-78.187798
"Geneva College","3200 College Ave Beaver Falls Pennsylvania 15010-3599","15010","@geneva.edu",40.7727,-80.3223
*"George C Wallace Community College-Dothan,"129 S St Andrews St Dothan AL","36301",@wallace.edu @wccs.edu @myspace.com @gmail.com ,31.223101,-85.390602
"George C Wallace State Community College-Hanceville,"179 Church Ave NE Hanceville AL","35077","@wccs.edu",34.0606,-86.767502
"George C Wallace State Community College-Selma,"976 Alabama Ave Selma AL","36701","@wccs.edu",32.4072,-87.021103
"George Fox University","414 N Meridian St Newberg Oregon 97132","97132","@georgefox.edu",45.3088,-122.9677
"George Mason University","4400 University Dr Fairfax Virginia 22030-4444","22030","@gmu.edu",38.8351,-77.3109
"George Washington University,"1163 4th St NW Washington DC","20001","@gwu.edu",38.905048,-77.016197
*"Georgetown College","400 East College Street Georgetown Kentucky 40324","40324","@georgetown.edu",38.2196,-84.5604
*"Georgetown University,"1163 4th St NW Washington DC","20001","@georgetown.edu",38.905048,-77.016197
"Georgia College & State University","231 W Hancock Street Milledgeville Georgia 31061","31061","@gcsu.edu",33.068001,-83.190193
"Georgia Highlands College,"1132 Turner McCall Blvd SW Rome GA","30161","@highlands.edu",34.256901,-85.164703
"Georgia Military College-Atlanta Campus,"Bantry Cir Union City GA","30291","@gmc.cc",33.586899,-84.542503
"Georgia Military College-Augusta Campus,"3538 Old Petersburg Rd Martinez GA","30907","@gmc.cc",33.5172,-82.075798
"Georgia Military College-Columbus Campus,"791 Veterans Pkwy Columbus GA","31901","@gmc.cc",32.4608,-84.987801
"Georgia Military College-Milledgeville Campus,"Us Highway 441 Br Milledgeville GA","31061","@gmc.cc",33.080002,-83.232201
"Georgia Military College-Valdosta Campus,"219 N Ashley St Valdosta GA","31601","@gmc.cc",30.8325,-83.278603
"Georgia Military College-Warner Robins Campus,"Us Highway 129 S Warner Robins GA","31093","@gmc.cc",32.6208,-83.599998
"Georgia Perimeter College,"599 N McDonough St Decatur GA","30030","@gpc.edu",33.7747,-84.296402
"Georgia Southern University,"Jones Lane Memorial Hwy Statesboro GA","30458","@georgiasouthern.edu",32.4486,-81.783302
*"Georgia Southwestern State University,"108 W Lamar St Americus GA","31709",@canes.gsw @canes.gsw @henok.com ,32.072201,-84.232803
*"Georgia State University," Atlanta GA","30303","@gcsu.edu",33.748901,-84.3881
"Georgian Court University","900 Lakewood Ave Lakewood New Jersey 08701-2697","08701","@georgian.edu",40.0973,-74.2262
"Germanna Community College,"32270 Constitution Hwy Locust Grove VA","22508","@germanna.edu",38.304699,-77.8106
"Gettysburg College","300 N Washington St Gettysburg Pennsylvania 17325-1486","17325","@gettysburg.edu",39.8352,-77.2335
"Glendale Community College,"5852 W Glendale Ave Glendale AZ","85301","@Glendale.edu",33.538601,-112.185303
"Glendale Community College,"138 E Colorado St Glendale CA","91205","@Glendale.edu",34.142502,-118.254204
"Glenville State College","200 High Street Glenville West Virginia 26351-1292","26351","@glenville.edu",38.9347,-80.8336
*"Globe Institute of Technology","291 Broadway New York New York 10007","10007","@globe.edu",40.7136,-74.0082
*"Globe University,"1741 Queens Dr Woodbury MN","55125",@students.msbcol ,44.923901,-92.959198
"Goddard College","123 Pitkin Road Plainfield Vermont 05667-9432","05667","@goddard.edu",44.2791,-72.4387
"Gods Bible School and College,"2085 Elm Ave Cincinnati OH","45212","@gbs.edu",39.1619,-84.456902
"Gogebic Community College,"114 N Lowell St Ironwood MI","49938","@gogebic.edu",46.4547,-90.170799
*"Golden Gate University-San Francisco,"36 11th St San Francisco CA","94103",@bkstr.com @sfsu.edu @glide.org @ggu.edu ,37.775002,-122.418297
*"Golden West College,"431 Lake St Huntington Beach CA","92648",@gwc.cccd @gwc.ccd @saddleback.edu @dalits.org @gwc.cccd ,33.660301,-117.998299
"Goldey-Beacom College","4701 Limestone Rd Wilmington Delaware 19808","19808","@gbc.edu",39.7346,-75.6652
"Gonzaga University,"188 N Lincoln St Spokane WA","99201","@gonzaga.edu",47.658901,-117.425003
*"Gordon College","419 College Dr Barnesville Georgia 30204","30204","@gdn.edu",33.0522,-84.1502
"Gordon-Conwell Theological Seminary","130 Essex St South Hamilton Massachusetts 01982","01982","@gcts.edu",42.6194,-70.8614
"Goshen College","1700 S Main St Goshen Indiana 46526-4794","46526","@goshen.edu",41.5655,-85.8284
"Goucher College","1021 Dulaney Valley Rd Baltimore Maryland 21204-2794","21204","@goucher.edu",39.4094,-76.6004
*"Governors State University,"867 White Oak Ln University Park IL","60484",@wayne.edu @wayne.edu ,41.440033,-87.68338
*"Grace College and Theological Seminary,"796 Park Ave Winona Lake IN","46590","@grace.edu",41.2272,-85.821899
*"Grace University","1311 S 9th St Omaha Nebraska 68108-3629","68108","@grace.edu",41.2463,-95.928
"Graceland University-Lamoni","1 University Place Lamoni Iowa 50140","50140","@graceland.edu",40.626,-93.9385
"Graduate Theological Union,"1956 University Ave Berkeley CA","94704","@gtu.edu",37.8717,-122.271698
"Grambling State University","403 Main Street Grambling Louisiana 71245","71245","@gram.edu",32.5272,-92.7161
"Grand Canyon University","3300 W Camelback Rd Phoenix Arizona 85017","85017","@gcu.edu",33.5116,-112.1233
*"Grand Rapids Community College,"7 W Fulton St Grand Rapids MI","49503",@deltastrategy.org ,42.963299,-85.668098
"Grand Valley State University","1 Campus Dr Allendale Michigan 49401-9403","49401","@gvsu.edu",42.9614,-85.8887
"Grand View University,"1212 Pennsylvania Ave Des Moines IA","50316","@grandview.edu",41.600601,-93.608902
"Granite State College","8 Old Suncook Road Concord New Hampshire 03301-7317","03301","@granite.edu",43.1901,-71.507
"Gratz College,"1095 Valley Rd Melrose Park PA","19027","@gratz.edu",40.061699,-75.132202
*"Grays Harbor College,"Us Highway 101 N Aberdeen WA","98520",@co.grays ,46.975601,-123.8144
"Grayson County College,"171 W Main St Denison TX","75021","@grayson.edu",33.7556,-96.5364
"Great Basin College,"533 Railroad St Elko NV","89801","@gbcnv.edu",40.8325,-115.762199
*"Great Bay Community College,"147 Portsmouth Ave Stratham NH","03885",@ccsnh.edu @ccsnh.edu @ccsnh.edu @bmcc.edu @ccsnh.edu ,43.023899,-70.9142
"Great Lakes Christian College","6211 W Willow Hwy Lansing Michigan 48917-1299","48917","@glcc.edu",42.7553,-84.6387
"Green Mountain College","One Brennan Cir Poultney Vermont 05764-1199","05764","@greenmtn.edu",43.5169,-73.2294
"Green River Community College,"157 E Main St Auburn WA","98002","@greenriver.edu",47.307499,-122.227203
"Greensboro College","815 W Market St Greensboro North Carolina 27401-1875","27401","@greensborocollege.edu",36.0728,-79.8001
"Greenville College","315 E. College Ave Greenville Illinois 62246-0159","62246","@greenville.edu",38.8914,-89.4113
"Greenville Technical College,"105 Beattie Pl Greenville SC","29601","@gvltec.edu",34.852501,-82.394203
"Griffin Technical College,"211 S Hill St Griffin GA","30224","@griffintech.edu",33.246699,-84.264198
"Grinnell College","1210 Park Street Grinnell Iowa 50112-1690","50112","@grinnell.edu",41.7462,-92.7226
"Grove City College","100 Campus Dr Grove City Pennsylvania 16127-2104","16127","@gcc.edu",41.1555,-80.0819
"Guilford College","5800 W Friendly Ave Greensboro North Carolina 27410-4108","27410","@guilford.edu",36.09,-79.8892
"Guilford Technical Community College,"102 E Main St Jamestown NC","27282","@gtcc.edu",35.994202,-79.9356
"Gustavus Adolphus College","800 West College Avenue Saint Peter Minnesota 56082-1498","56082","@gustavus.edu",44.3219,-93.9686
"Gwinnett College,"4977 Church St Lilburn GA","30047","@gwinnettcollege.edu",33.889999,-84.143097
"Gwinnett College-Sandy Springs,"261 Mt Vernon Hwy NE Sandy Springs GA","30328","@gwinnettcollege.edu",33.924198,-84.378601
"Gwinnett Technical College,"115 Honest Aly Lawrenceville GA","30046","@gwinnetttech.edu",33.9561,-83.988098
"Gwynedd Mercy College,"512 Plymouth Rd Gwynedd Valley PA","19437","@gmc.edu",40.1842,-75.256699
"H Councill Trenholm State Technical College,"819 S Union St Montgomery AL","36104",@trenholmtech.cc ,32.366698,-86.300003
"Hagerstown Community College,"8 S Potomac St Hagerstown MD","21740","@hagerstowncc.edu",39.641701,-77.720299
"Halifax Community College,"224 Sycamore St Weldon NC","27890","@halifaxcc.edu",36.426899,-77.595802
"Hamilton College","198 College Hill Rd Clinton New York 13323","13323","@hamilton.edu",43.0555,-75.3739
"Hamline University,"312 Wabasha St N Saint Paul MN","55102","@hamline.edu",44.944401,-93.093102
"Hampden-Sydney College,"8090 Abilene Rd Hampden-Sydney VA","23901","@hsc.edu",37.229622,-78.458954
"Hampshire College,"70 S Prospect St Amherst MA","01002","@hampshire.edu",42.3736,-72.520798
"Hampton University,"349 N King St Hampton VA","23669","@hamptonu.edu",37.029701,-76.345596
"Hannibal-Lagrange College","2800 Palmyra Rd Hannibal Missouri 63401-1999","63401","@hlg.edu",39.7263,-91.3896
"Hanover College","359 LaGrange Road Hanover Indiana 47243-0108","47243","@hanover.edu",38.7012,-85.4741
"Harcum College,"107 Avon Rd Bryn Mawr PA","19041","@harcum.edu",40.019699,-75.305
"Hardin-Simmons University,"928 S 1st St Abilene TX","79602","@hsutx.edu",32.4486,-99.732803
"Harding University","915 E. Market Ave. Searcy Arkansas 72143","72143","@harding.edu",35.2454,-91.7483
"Harford Community College,"65 S Main St Bel Air MD","21014","@harford.edu",39.535801,-76.348602
"Harper College,"384 E Palatine Rd Palatine IL","60067","@harper.cc","@harpercollege.edu",42.110298,-88.034203
"Harrington College of Design","200 W. Madison Chicago Illinois 60606","60606","@harringtoncollege.edu",41.8823,-87.6366
"Harris-Stowe State University","3026 Laclede Ave Saint Louis Missouri 63103-2136","63103","@hssu.edu",38.6324,-90.225
"Harrisburg University of Science and Technology","304 Market Street Harrisburg Pennsylvania 17101-2208","17101","@harrisburgu.edu",40.264,-76.8762
"Hartnell College,"29 E Market St Salinas CA","93901","@hartnell.edu",36.677799,-121.654404
"Hartwick College","One Hartwick Drive Oneonta New York 13820-4020","13820","@hartwick.edu",42.4634,-75.0523
"Harvard University","Massachusetts Hall Cambridge Massachusetts 02138","02138","@harvard.edu",42.3777,-71.1293
"Harvey Mudd College","301 Platt Blvd. Claremont California 91711","91711","@hmc.edu",34.1154,-117.7171
"Haskell Indian Nations University,"673 New Hampshire St Lawrence KS","66044","@haskell.edu",38.971699,-95.235001
"Haverford College","370  Lancaster Ave Haverford Pennsylvania 19041-1392","19041","@haverford.edu",40.0137,-75.3029
"Hawaii Pacific University,"606 S King St Honolulu HI","96813","@hpu.edu",21.303759,-157.855545
"Hawkeye Community College,"580 Washington St Waterloo IA","50702","@hawkeyecollege.edu",42.492802,-92.342796
"Haywood Community College,"629 Chatham St Clyde NC","27330","@haywood.edu","@haywood.cc",35.476109,-79.172302
"Heald College-Concord,"2452 Willow Pass Rd Concord CA","94519","@heald.edu",37.9781,-122.029999
"Heald College-Fresno,"3167 E Washington Ave Fresno CA","93702","@heald.edu",36.747799,-119.7714
"Heald College-Hayward,"1027 E St Hayward CA","94541","@heald.edu",37.6689,-122.079697
"Heald College-Honolulu,"606 S King St Honolulu HI","96813","@heald.edu",21.303759,-157.855545
"Heald College-Rancho Cordova,"10435 Mills Tower Dr Rancho Cordova CA","95670","@heald.edu",38.589199,-121.301697
"Heald College-Roseville,"127 Placer St Roseville CA","95678","@heald.edu",38.752201,-121.286903
"Heald College-Salinas,"29 E Market St Salinas CA","93901","@heald.edu",36.677799,-121.654404
"Heald College-San Francisco,"36 11th St San Francisco CA","94103","@heald.edu",37.775002,-122.418297
"Heald College-San Jose,"176 S Main St Milpitas CA","95035","@heald.edu",37.428299,-121.905602
"Heald College-Stockton,"492 N Hunter St Stockton CA","95202","@heald.edu",37.957802,-121.289703
"Heartland Community College,"350 W Willow St Normal IL","61761","@Heartland.edu",40.514198,-88.990601
"Hebrew Union College-Jewish Institute of Religion","3077 University Ave Los Angeles California 90007-3796","90007","@huc.edu",34.0269,-118.2817
"Heidelberg University","310 E Market St Tiffin Ohio 44883-2462","44883","@heidelberg.edu",41.1167,-83.1685
"Henderson State University,"125 S 6th St Arkadelphia AR","71923","@hsu.edu",34.1208,-93.053596
"Hendrix College","1600 Washington Ave Conway Arkansas 72032-3080","72032","@hendrix.edu",35.1011,-92.4441
"Hennepin Technical College,"Brooklyn Blvd Brooklyn Park MN","55443","@hennepintech.edu",45.0942,-93.356102
*"Herkimer County Community College,"111 N Main St Herkimer NY","13350","@herkimer.edu", "@hccc.suny.eud",43.0256,-74.986397
"Hesser College","3 Sundial Ave Manchester New Hampshire 03103-9969","03103","@hesser.edu",42.9657,-71.4477
"Hesston College,"7774 Cr-1892 Hesston KS","67062",@hesston.edu ,38.138302,-97.431099
"Hibbing Community College-A Technical and Community College,"2024 4th Ave E Hibbing MN","55746","@hibbing.edu",47.4272,-92.9375
*"Hickey College,"1166 Market St Saint Louis MO","63101",@loyno.edu @monroecc.edu @cpcc.edu @autodesk.com ,38.627201,-90.1978
"High Point University","833 Montlieu Ave High Point North Carolina 27262-3598","27262","@highpoint.edu",35.9642,-80.0248
"Highland Community College,"468 W Main St Highland KS","66035","@highlandcc.edu",39.859699,-95.269402
"Highland Community College,"1682 Home Ave Freeport IL","62656","@highlandcc.edu",40.126678,-89.362701
"Highline Community College,"831 S 223rd St Des Moines WA","98198","@highline.edu",47.401901,-122.323097
"Hilbert College","5200 S Park Ave Hamburg New York 14075-1597","14075","@hilbert.edu",42.755,-78.8244
"Hillsborough Community College,"369 N Tampa St Tampa FL","33602","@hccfl.edu",27.947201,-82.458603
"Hillsdale Free Will Baptist College,"117 NE 1st St Moore OK","73160","@hillsdale.edu",35.339401,-97.486397
"Hinds Community College,"125 E Main St Raymond MS","39154","@hindscc.edu",32.2592,-90.422501
"Hiram College","Hinsdale Hall Third Floor Hiram Ohio 44234-0067","44234","@hiram.edu",41.3384,-81.1609
"Hobart William Smith Colleges","Geneva New York 14456","14456","@hws.ed",42.8545,-76.9878
"Hobe Sound Bible College","11298 SE Gomez Hobe Sound Florida 33455-1065","33455","@hsbc.edu",27.0807,-80.1528
"Hocking College,"22 E Canal St Nelsonville OH","45764","@hocking.edu",39.458599,-82.231903
"Hodges University,"892 5th Ave S Naples FL","34102","@hodges.edu",26.141701,-81.794998
"Hofstra University,"Playhouse Rd Hempstead NY","11549","@hofstra.edu",40.712985,-73.600165
"Hollins University,"64 Kirk Ave SW Roanoke VA","24011","@hollins.edu",37.270802,-79.941704
"Holy Apostles College and Seminary","33 Prospect Hill Rd Cromwell Connecticut 06416-2005","06416","@holyapostles.edu",41.6062,-72.647
"Holy Cross College","54515 State Road 933 North Notre Dame Indiana 46556-0308","46556","@holycross.edu",41.7033,-86.247
"Holy Family University","9801 Frankford Avenue Philadelphia Pennsylvania 19114-2009","19114","@holyfamily.edu",40.0626,-74.9864
"Holy Names University","3500 Mountain Blvd Oakland California 94619-1699","94619","@HNU.edu",37.8,-122.1859
"Hood College","401 Rosemont Ave Frederick Maryland 21701","21701","@hood.edu",39.4294,-77.3859
"Hood Theological Seminary","1810 Lutheran Synod Drive Salisbury North Carolina 28144","28144","@hoodseminary.edu  ",35.6827,-80.4695
"Hope College","141 E 12th St Holland Michigan 49423","49423","@hope.edu",42.7668,-86.1095
"Hope International University,"106 W Commonwealth Ave Fullerton CA","92832","@hiu.edu",33.8703,-117.9244
"Horry-Georgetown Technical College,"Us Highway 701 Conway SC","29526","@hgtc.edu" ,33.8358,-79.048103
"Houghton College","1 Willard Ave Houghton New York 14744","14744","@houghton.edu",42.4209,-78.1742
*"Housatonic Community College,"Interstate 95 S Bridgeport CT","06605",@hcc.commne ,41.166901,-73.205299
"Houston Baptist University","7502 Fondren Rd Houston Texas 77074-3298","77074","@hbu.edu",29.6979,-95.5153
"Houston Community College System,"356 Milam St Houston TX","77002","@hccs.edu",29.7631,-95.363098
"Houston Graduate School of Theology,"356 Milam St Houston TX","77002","@hgst.edu" ,29.7631,-95.363098
"Howard College,"Us Highway 87 Big Spring TX","79720","@howard.edu" ,32.250301,-101.478302
"Howard Community College," Columbia MD","21042","@howardcc.edu",39.240299,-76.839699
*"Howard Payne University","1000 Fisk St. Brownwood Texas 76801-2794","76801","@howard.edu",31.7169,-98.986
"Howard University,"1163 4th St NW Washington DC","20001","@howard.edu",38.905048,-77.016197
"Hudson County Community College,"181 Olean Ave Jersey City NJ","07306","@hccc.edu",40.7281,-74.078102
"Hudson Valley Community College,"89 2nd St Troy NY","12180","@hvcc.edu",42.728298,-73.6922
